 &plot nbnd= 240, nks=   251 /
            0.000000  0.000000  0.000000
   10.499   10.565   11.415   11.481   11.695   11.732   11.778   11.797   12.501   12.569
   12.712   12.773   12.846   12.914   13.211   13.249   13.284   13.315   13.319   13.354
   13.407   13.467   13.523   13.566   13.684   13.701   13.728   13.784   13.812   13.840
   13.953   14.113   14.124   14.159   14.181   14.239   14.255   14.274   14.395   14.397
   14.495   14.693   14.732   14.780   14.873   14.983   15.002   15.012   15.177   15.263
   15.366   15.370   15.411   15.420   15.543   15.561   15.608   15.615   15.653   15.715
   15.736   15.791   15.927   16.212   16.235   16.302   16.323   16.349   16.397   16.412
            0.000000  0.000000  0.090378
  -74.320  -74.232  -69.663  -69.576  -43.552  -43.464  -43.189  -43.101  -42.637  -42.549
  -38.831  -38.743  -38.444  -38.357  -38.080  -37.992  -16.886  -16.885  -16.882  -16.882
  -16.879  -16.878  -16.874  -16.874  -16.850  -16.850  -16.842  -16.842  -16.828  -16.828
  -16.821  -16.821  -13.913  -13.913  -13.904  -13.904  -13.901  -13.901  -13.893  -13.893
  -13.890  -13.890  -13.884  -13.884  -13.877  -13.877  -13.862  -13.861  -13.858  -13.858
  -13.852  -13.852  -13.838  -13.838  -13.829  -13.829   -5.506   -5.476   -5.380   -5.344
   -5.298   -5.252   -5.145   -5.086   -3.837   -3.812   -3.621   -3.592   -3.342   -3.315
   -3.065   -3.049   -1.450   -1.425   -1.117   -1.102   -0.748   -0.730   -0.477   -0.457
    3.326    3.396    3.553    3.608    3.637    3.694    4.014    4.027    4.092    4.100
    4.114    4.148    4.555    4.606    4.701    4.740    5.200    5.210    5.308    5.328
    5.522    5.542    5.710    5.743    5.775    5.833    6.012    6.042    6.116    6.188
    6.234    6.243    6.377    6.379    6.389    6.408    6.421    6.446    6.669    6.685
    6.731    6.760    6.828    6.851    7.006    7.020    7.034    7.094    7.195    7.235
    7.305    7.350    7.537    7.554    7.625    7.651    7.710    7.720    7.852    7.866
    7.917    7.943    8.064    8.106    8.173    8.224    8.814    8.858    8.896    8.935
    9.024    9.039    9.124    9.140    9.212    9.259    9.345    9.383    9.392    9.428
    9.522    9.548    9.578    9.656    9.847    9.879    9.930    9.963   10.001   10.069
   10.498   10.565   11.416   11.481   11.695   11.731   11.779   11.797   12.501   12.570
   12.712   12.773   12.846   12.914   13.211   13.250   13.282   13.313   13.320   13.355
   13.407   13.465   13.527   13.567   13.684   13.702   13.727   13.786   13.816   13.841
   13.951   14.112   14.119   14.155   14.177   14.237   14.260   14.278   14.400   14.401
   14.492   14.691   14.730   14.778   14.868   14.978   14.999   15.010   15.184   15.269
   15.370   15.374   15.413   15.423   15.545   15.563   15.607   15.618   15.655   15.717
   15.738   15.790   15.929   16.206   16.229   16.294   16.314   16.342   16.388   16.402
            0.000000  0.000000  0.100420
  -74.320  -74.232  -69.663  -69.576  -43.552  -43.464  -43.189  -43.101  -42.637  -42.549
  -38.831  -38.743  -38.444  -38.357  -38.080  -37.992  -16.886  -16.885  -16.882  -16.882
  -16.879  -16.878  -16.874  -16.874  -16.850  -16.850  -16.842  -16.842  -16.828  -16.828
  -16.821  -16.821  -13.913  -13.913  -13.904  -13.904  -13.901  -13.901  -13.893  -13.893
  -13.890  -13.890  -13.884  -13.884  -13.877  -13.877  -13.862  -13.861  -13.858  -13.858
  -13.852  -13.852  -13.838  -13.838  -13.829  -13.829   -5.506   -5.476   -5.380   -5.345
   -5.297   -5.253   -5.145   -5.086   -3.837   -3.812   -3.622   -3.593   -3.339   -3.314
   -3.066   -3.050   -1.448   -1.424   -1.119   -1.104   -0.745   -0.728   -0.478   -0.458
    3.326    3.396    3.553    3.608    3.637    3.694    4.014    4.027    4.092    4.100
    4.114    4.148    4.553    4.604    4.705    4.743    5.196    5.204    5.313    5.332
    5.522    5.542    5.710    5.742    5.776    5.833    6.011    6.042    6.116    6.188
    6.235    6.244    6.376    6.379    6.389    6.408    6.421    6.446    6.669    6.686
    6.731    6.760    6.828    6.852    7.005    7.019    7.035    7.094    7.195    7.236
    7.305    7.349    7.536    7.553    7.626    7.651    7.710    7.720    7.852    7.867
    7.918    7.942    8.064    8.106    8.172    8.223    8.814    8.858    8.897    8.935
    9.024    9.039    9.124    9.140    9.211    9.258    9.343    9.382    9.393    9.430
    9.523    9.549    9.578    9.656    9.843    9.876    9.932    9.964   10.002   10.070
   10.498   10.565   11.416   11.482   11.694   11.729   11.780   11.798   12.502   12.570
   12.712   12.773   12.846   12.914   13.210   13.250   13.280   13.310   13.320   13.355
   13.407   13.463   13.531   13.567   13.684   13.703   13.727   13.788   13.820   13.842
   13.949   14.110   14.115   14.153   14.174   14.234   14.265   14.282   14.405   14.405
   14.489   14.689   14.727   14.776   14.863   14.973   14.994   15.008   15.191   15.274
   15.375   15.378   15.414   15.426   15.547   15.565   15.607   15.620   15.658   15.720
   15.741   15.788   15.931   16.199   16.223   16.286   16.305   16.335   16.378   16.392
            0.000000  0.000000  0.110462
  -74.320  -74.232  -69.663  -69.576  -43.552  -43.464  -43.189  -43.101  -42.637  -42.549
  -38.831  -38.743  -38.444  -38.357  -38.080  -37.992  -16.886  -16.885  -16.882  -16.882
  -16.879  -16.878  -16.874  -16.874  -16.850  -16.850  -16.842  -16.842  -16.828  -16.828
  -16.821  -16.821  -13.913  -13.913  -13.904  -13.904  -13.901  -13.901  -13.893  -13.893
  -13.890  -13.890  -13.884  -13.884  -13.877  -13.877  -13.862  -13.861  -13.858  -13.858
  -13.852  -13.852  -13.838  -13.838  -13.829  -13.829   -5.505   -5.476   -5.379   -5.345
   -5.297   -5.253   -5.144   -5.086   -3.836   -3.811   -3.624   -3.596   -3.337   -3.312
   -3.067   -3.051   -1.447   -1.423   -1.122   -1.107   -0.743   -0.725   -0.479   -0.459
    3.326    3.397    3.553    3.608    3.637    3.694    4.014    4.027    4.092    4.100
    4.114    4.148    4.551    4.602    4.709    4.746    5.191    5.199    5.317    5.336
    5.522    5.541    5.709    5.741    5.777    5.833    6.010    6.041    6.116    6.188
    6.236    6.245    6.376    6.378    6.389    6.408    6.421    6.446    6.669    6.686
    6.730    6.759    6.829    6.852    7.004    7.018    7.036    7.095    7.196    7.236
    7.304    7.349    7.535    7.552    7.626    7.652    7.710    7.720    7.851    7.868
    7.919    7.942    8.065    8.106    8.172    8.222    8.814    8.858    8.897    8.934
    9.024    9.040    9.124    9.140    9.211    9.257    9.342    9.381    9.395    9.431
    9.525    9.550    9.577    9.655    9.838    9.873    9.935    9.965   10.004   10.070
   10.498   10.564   11.416   11.482   11.694   11.727   11.782   11.798   12.503   12.570
   12.712   12.773   12.846   12.914   13.209   13.250   13.278   13.308   13.320   13.355
   13.406   13.461   13.535   13.568   13.684   13.704   13.727   13.789   13.825   13.843
   13.947   14.106   14.110   14.150   14.170   14.231   14.271   14.287   14.409   14.411
   14.486   14.687   14.725   14.773   14.858   14.968   14.989   15.006   15.198   15.281
   15.380   15.382   15.416   15.429   15.549   15.567   15.606   15.623   15.661   15.723
   15.744   15.787   15.933   16.192   16.216   16.277   16.296   16.328   16.368   16.382
            0.000000  0.000000  0.120504
  -74.320  -74.232  -69.663  -69.576  -43.552  -43.464  -43.189  -43.101  -42.637  -42.549
  -38.831  -38.743  -38.444  -38.357  -38.080  -37.992  -16.885  -16.885  -16.882  -16.882
  -16.879  -16.878  -16.874  -16.874  -16.850  -16.850  -16.842  -16.842  -16.828  -16.828
  -16.821  -16.821  -13.913  -13.913  -13.904  -13.904  -13.901  -13.901  -13.893  -13.893
  -13.890  -13.890  -13.884  -13.884  -13.877  -13.877  -13.862  -13.861  -13.858  -13.858
  -13.852  -13.852  -13.838  -13.838  -13.829  -13.829   -5.505   -5.477   -5.379   -5.345
   -5.297   -5.253   -5.144   -5.087   -3.835   -3.810   -3.625   -3.598   -3.334   -3.310
   -3.068   -3.052   -1.446   -1.421   -1.125   -1.110   -0.740   -0.723   -0.480   -0.460
    3.326    3.397    3.553    3.608    3.637    3.694    4.014    4.027    4.092    4.100
    4.114    4.148    4.549    4.599    4.714    4.750    5.186    5.193    5.322    5.340
    5.521    5.541    5.709    5.740    5.778    5.834    6.009    6.040    6.116    6.188
    6.237    6.246    6.375    6.378    6.389    6.408    6.421    6.446    6.669    6.686
    6.730    6.759    6.830    6.853    7.002    7.017    7.036    7.096    7.196    7.236
    7.304    7.349    7.534    7.551    7.627    7.652    7.710    7.720    7.851    7.869
    7.920    7.941    8.065    8.107    8.171    8.221    8.815    8.858    8.897    8.934
    9.024    9.040    9.123    9.141    9.210    9.257    9.340    9.380    9.397    9.433
    9.526    9.551    9.577    9.654    9.834    9.869    9.937    9.967   10.006   10.070
   10.498   10.564   11.416   11.482   11.693   11.726   11.783   11.798   12.503   12.571
   12.712   12.773   12.846   12.914   13.209   13.250   13.276   13.305   13.320   13.355
